Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length
10,c497f40d-ef5a-4808-83f6-65762f2af59c,Travel Electrical Adaptor Connection Pack Adapter,"Features:,*Each adapter clearly labeled for easy identification.,*Selection guide makes adapter identification quick and easy,*Deluxe organizer case holds all adapters,*Mini-zipper case lets you carry just the adapters you need",electronics,15.0,13.0,15.0,Accepted,15.0,"	Buyer: <the agent's message>
	Seller: i can do $200 due to its high
	Buyer: $190 is too low.
	Seller: this item is priced competit
	Buyer: i can do $190,
	Seller: i can do $220, considering the item's premium
	Buyer: i accept your offer of $220
","[-1.0, 200.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', 'offer', 'counter', 'counter', 'counter', 'counter', 'accept']","
      =================================================================================================
      Negotiation for: <Travel Electrical Adaptor Connection Pack Adapter>
      =================================================================================================
      	Buyer: <the agent's message>
	Seller: i can do $200 due to its high
	Buyer: $190 is too low.
	Seller: this item is priced competit
	Buyer: i can do $190,
	Seller: i can do $220, considering the item's premium
	Buyer: i accept your offer of $220
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 200.0
      =================================================================================================
      ",-1.0,0.0,0.0,7,-0.14285714285714285
11,2a9d3e5b-434e-4175-8895-54f6a60f9569,Panasonic DVD Player,"Panasonic DVD Player: in excellent condition with no blemishes, scratches or dents. Looks and operates as if new.",electronics,55.0,41.0,55.0,Accepted,50.0,"	Buyer: <the agent's message>
	Seller: i can see why you
	Buyer: i can do $50 and that
	Seller: i can do $150 given
	Buyer: i can see why you'd want
	Seller: i can do $150 given the item's
	Buyer: <the agent's message>
	Seller: i can do $55 given the
	Buyer: i can do $50 and
	Seller: i can do $150 given the
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: 
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', 'anchor', 'counter', 'counter', 'counter', 'counter', '<offer|counter|accept|reject>', 'counter', 'counter', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'accept']","
      =================================================================================================
      Negotiation for: <Panasonic DVD Player>
      =================================================================================================
      	Buyer: <the agent's message>
	Seller: i can see why you
	Buyer: i can do $50 and that
	Seller: i can do $150 given
	Buyer: i can see why you'd want
	Seller: i can do $150 given the item's
	Buyer: <the agent's message>
	Seller: i can do $55 given the
	Buyer: i can do $50 and
	Seller: i can do $150 given the
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer:
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 55.0
      =================================================================================================
      ",-0.2857142857142857,0.09090909090909091,0.7142857142857143,13,-0.021978021978021976
12,aa477e27-290b-4db8-9f46-843710ac0ca6,Sol Republic Wireless Bluetooth Headphones,"A2 Sound Engines with clear highs and detailed deep bass,Super-Power Wireless - Control Tracks Air from up to 150 feet away",electronics,155.0,93.0,155.0,Accepted,145.0,"	Buyer: $145 works for me.
",[-1.0],['accept'],"
      =================================================================================================
      Negotiation for: <Sol Republic Wireless Bluetooth Headphones>
      =================================================================================================
      	Buyer: $145 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 155.0
      =================================================================================================
      ",-0.6774193548387097,0.06451612903225806,0.32258064516129037,1,-0.6774193548387097
13,004ae449-2c9c-4c29-b133-035ba955ff36,2010 camaro ss   on zl1 rims runs good 2018 tags clean title,selling my 2010 camaro ss  6.2L  auto and  maunal  runs good  120miles,car,14800.0,11248.0,14800.0,Accepted,14800.0,"	Buyer: i'll pass on the $200 offer.
	Seller: i can do $180 given the item
	Buyer: <the agent's message>
	Seller: i can do $180 given the
	Buyer: i can do $140 considering the mileage and
	Seller: <the agent's message>
	Buyer: i'll start with an offer below
	Seller: i can do $180 given the item
	Buyer: i'd like to offer $<price>
	Seller: <the agent's message>
	Buyer: 
	Seller: <the agent's message>
	Buyer: i'd like to buy a new car
	Seller: 
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['offer', 'counter', '<offer|counter|accept|reject>', 'counter', 'offer', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'counter', '', '<offer|counter|accept|reject>', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <2010 camaro ss   on zl1 rims runs good 2018 tags clean title>
      =================================================================================================
      	Buyer: i'll pass on the $200 offer.
	Seller: i can do $180 given the item
	Buyer: <the agent's message>
	Seller: i can do $180 given the
	Buyer: i can do $140 considering the mileage and
	Seller: <the agent's message>
	Buyer: i'll start with an offer below
	Seller: i can do $180 given the item
	Buyer: i'd like to offer $<price>
	Seller: <the agent's message>
	Buyer: 
	Seller: <the agent's message>
	Buyer: i'd like to buy a new car
	Seller:
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 14800.0
      =================================================================================================
      ",-1.0,0.0,0.0,14,-0.07142857142857142
14,a0506792-e0c2-49e0-a0a3-600a1d46e42b,2016 Raleigh Kodiak II 27.5 Upgraded Size L 2x10 spd.,"Got for sale a sweet 2016 Raleigh Kodiak II Full suspension w/120mm of travel front and back by Rock Shox with lockout on the front and 3 positions on the rear from Fox Factory w/Boost and Kashima Coating (pictured is the RT3 but that's not longer available) full SRAM's components i.e. SRAM XX rear der. (long cage) XO front der. XO grip shift, 175mm Race Face Turbine with CINCH technology 38/26, Praxis Works 11/40 cassette, KS Lev eTen remote (100mm travel) dropper post, and a sweet ass Roval Traverse Alloy boost+ wheelset w/DT's internals, SRAM Guide Hydro RS brakes (4 piston caliper) frame and fork is 15mm/12mm t/a and a nice Fizïk Tundra 2 kium rails. if you like to see the bike Monday's or Thursday's are the best as those are my day off, let me know if you have any questions and hit me up @",bike,2000.0,1520.0,2000.0,Accepted,1800.0,"	Buyer: i'd like to offer $1800.
	Seller: i can do $1900
	Buyer: <the agent's message>
	Seller: i can do $1900 given the item
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i'd like to offer $1800
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['offer', 'counter', '<offer|counter|accept|reject>', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'accept']","
      =================================================================================================
      Negotiation for: <2016 Raleigh Kodiak II 27.5 Upgraded Size L 2x10 spd.>
      =================================================================================================
      	Buyer: i'd like to offer $1800.
	Seller: i can do $1900
	Buyer: <the agent's message>
	Seller: i can do $1900 given the item
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i'd like to offer $1800
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2000.0
      =================================================================================================
      ",-0.16666666666666663,0.1,0.8333333333333334,7,-0.023809523809523805
15,a3350e93-cd7e-40ce-97e3-a88b04e8bb60,~~~STUDIO CHARM~~~,"*Private bath,*Fresh new look,* very near to Emeryville Bay Street,* West MAcArthur Bart 8 - 10 blocks away",housing,1400.0,1288.0,1400.0,Accepted,1400.0,"	Buyer: i'd like to accept your offer of $
",[-1.0],['accept'],"
      =================================================================================================
      Negotiation for: <~~~STUDIO CHARM~~~>
      =================================================================================================
      	Buyer: i'd like to accept your offer of $
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 1400.0
      =================================================================================================
      ",-1.0,0.0,0.0,1,-1.0
16,ae688733-1034-4c21-876d-33fd30897cff,KONA woman's bicycle with panniers,"Includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, mirror. Great for city shopping and short trips.",bike,200.0,120.0,200.0,Accepted,180.0,"	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i can do $180, but
	Seller: i can add the lock, but
	Buyer: 
","[-1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'counter', 'accept']","
      =================================================================================================
      Negotiation for: <KONA woman's bicycle with panniers>
      =================================================================================================
      	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i can do $180, but
	Seller: i can add the lock, but
	Buyer:
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 200.0
      =================================================================================================
      ",-0.5,0.1,0.5,5,-0.1
17,8f89250b-64a7-4153-855d-baea499922fc,SMARTPHONE LEATHER BELT HOLSTER,"or email me at: rocksmith281@gmail for further information. I ONLY DO IN PERSON TRANSACTIONS, NO TRADES, CASH ONLY.,This stylish textured leather belt holster is big enough to accommodate the iPhone, Samsung, HTC, and many more. Features a felt lined interior for maximum protection, a solid metal clip and magnetic latch.,Specifications",phone,30.0,22.0,30.0,Accepted,,"	Buyer: <the agent's message>
	Seller: i can offer $200 given
	Buyer: i can offer $180
	Seller: i can do $190 for you, but
	Buyer: i can do $180, considering the
","[-1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', 'counter', 'offer', 'counter', 'accept']","
      =================================================================================================
      Negotiation for: <SMARTPHONE LEATHER BELT HOLSTER>
      =================================================================================================
      	Buyer: <the agent's message>
	Seller: i can offer $200 given
	Buyer: i can offer $180
	Seller: i can do $190 for you, but
	Buyer: i can do $180, considering the
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 30.0
      =================================================================================================
      ",-1.0,0.0,0.0,5,-0.2
18,6aee3e1a-dadd-46fb-a701-b63fdaa4cdd4,"2013 mercedes c250 *navigation* clean - $12,000","Up for sale is a 2013 c250 with only  45k. Interior is loaded with technology and in new condition, the paint is immaculate on the exterior. The tires are new. Additional options include:,Navigation,Attention Assist (warns you if your drowsy),Automatic Windsheild Wipers,Bluetooth Audio Connectivity (for audio),Bluetooth Phone Connectivity (for phone calls),USB Connectivity",car,12000.0,9120.0,12000.0,Rejected,,"	Buyer: i'm not willing to go that low.
	Seller: <the agent's message>
	Buyer: i can do $10500, but that's as
	Seller: i can do $11500, considering the item's
	Buyer: i can do $100
	Seller: i can do $180 given the item's
	Buyer: i can do $10500,
	Seller: <the agent's message>
	Buyer: i can offer $100 considering the
	Seller: i can do $11500
	Buyer: i can do $11,000
	Seller: <the agent's message>
	Buyer: 
	Seller: i can do $180 given
	Buyer: <the agent's message>
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['counter', '<offer|counter|accept|reject>', 'offer', 'counter', 'counteroffer', 'counter', 'counter', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'counter', '<offer|counter|accept|reject>', '', 'counter', '<offer|counter|accept|reject>']","
      =================================================================================================
      Negotiation for: <2013 mercedes c250 *navigation* clean - $12,000>
      =================================================================================================
      	Buyer: i'm not willing to go that low.
	Seller: <the agent's message>
	Buyer: i can do $10500, but that's as
	Seller: i can do $11500, considering the item's
	Buyer: i can do $100
	Seller: i can do $180 given the item's
	Buyer: i can do $10500,
	Seller: <the agent's message>
	Buyer: i can offer $100 considering the
	Seller: i can do $11500
	Buyer: i can do $11,000
	Seller: <the agent's message>
	Buyer: 
	Seller: i can do $180 given
	Buyer: <the agent's message>
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,
19,e049bc9d-177f-4f9d-9cb2-d1f8c2562052,Unlocked Brand New Apple iphone 7 Plus 128GB Jet Black,"We have rose gold, matte black and gold color too.,This phone is unlocked. You can use the phones in all GSM SIM CARD carriers such as AT&T/T-Mobile or international",phone,780.0,717.0,780.0,Accepted,,"	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i can accept your offer but only if you
	Seller: i can do $150, but i can offer
	Buyer: i
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['<offer|counter|accept|reject>', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', '<offer|counter|accept|reject>', 'counter', 'counter', 'accept']","
      =================================================================================================
      Negotiation for: <Unlocked Brand New Apple iphone 7 Plus 128GB Jet Black>
      =================================================================================================
      	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: <the agent's message>
	Seller: <the agent's message>
	Buyer: i can accept your offer but only if you
	Seller: i can do $150, but i can offer
	Buyer: i
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 780.0
      =================================================================================================
      ",-1.0,0.0,0.0,7,-0.1428571428571428
