,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length
10,c497f40d-ef5a-4808-83f6-65762f2af59c,Travel Electrical Adaptor Connection Pack Adapter,"Features:,*Each adapter clearly labeled for easy identification.,*Selection guide makes adapter identification quick and easy,*Deluxe organizer case holds all adapters,*Mini-zipper case lets you carry just the adapters you need",electronics,15.0,13.0,15.0,Accepted,11.0,"	Buyer: I think the lowest I would want to go is $8.
	Seller: I can do $12, but that's as low as I can go, as I still want to make a profit.
	Buyer: I can do $10.
	Seller: I really like the package, but I was thinking more in the line of $11.
	Buyer: I can do $12.
	Seller: I can do $11, and I'll even throw in the deluxe organizer case for free.
	Buyer: I appreciate the offer, but I'm really looking to get it for $10.
	Seller: Eh, fine. $11.
","[8.0, 12.0, 10.0, 11.0, 12.0, 11.0, -1.0, 11.0]","['counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'offer', 'disagree', 'accept']","
      =================================================================================================
      Negotiation for: <Travel Electrical Adaptor Connection Pack Adapter>
      =================================================================================================
      	Buyer: I think the lowest I would want to go is $8.
	Seller: I can do $12, but that's as low as I can go, as I still want to make a profit.
	Buyer: I can do $10.
	Seller: I really like the package, but I was thinking more in the line of $11.
	Buyer: I can do $12.
	Seller: I can do $11, and I'll even throw in the deluxe organizer case for free.
	Buyer: I appreciate the offer, but I'm really looking to get it for $10.
	Seller: Eh, fine. $11.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 11.0
      =================================================================================================
      ",3.0,0.26666666666666666,-2.0,8,0.375
11,2a9d3e5b-434e-4175-8895-54f6a60f9569,Panasonic DVD Player,"Panasonic DVD Player: in excellent condition with no blemishes, scratches or dents. Looks and operates as if new.",electronics,55.0,41.0,55.0,Accepted,50.0,"	Buyer: I think the lowest I would want to go is $8.
	Seller: I was thinking more along the lines of $50.
	Buyer: $40
	Seller: I can do $45, but that's as low as I'm willing to go.
	Buyer: Okay, $50 it is.
","[8.0, 50.0, 40.0, 45.0, 50.0]","['counter-price', 'offer', 'counter-price', 'offer', 'agree']","
      =================================================================================================
      Negotiation for: <Panasonic DVD Player>
      =================================================================================================
      	Buyer: I think the lowest I would want to go is $8.
	Seller: I was thinking more along the lines of $50.
	Buyer: $40
	Seller: I can do $45, but that's as low as I'm willing to go.
	Buyer: Okay, $50 it is.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 50.0
      =================================================================================================
      ",-0.2857142857142857,0.09090909090909091,0.7142857142857143,5,-0.05714285714285714
12,aa477e27-290b-4db8-9f46-843710ac0ca6,Sol Republic Wireless Bluetooth Headphones,"A2 Sound Engines with clear highs and detailed deep bass,Super-Power Wireless - Control Tracks Air from up to 150 feet away",electronics,155.0,93.0,155.0,Accepted,112.5,"	Buyer: Still, can I buy it for $5? I'm
	Seller: I can see you're a tough negotiator, but I've already priced this item at $120, and I think $120 is a fair price considering its quality and brand.
	Buyer: I understand there's a lot of quality and brand behind this, but I'm on a tight budget and I really need this for my project. Can't we discuss a price lower than $120?
	Seller: I can see you're really keen on it, but I have to consider the cost of production and other expenses. I can go down to $105, but that's as low as I can go without compromising my profit.
	Buyer: 
	Seller: I can see you're really keen on it, but I have to consider the cost of production and other expenses. How about I meet you halfway between $105 and $120?
	Buyer: I understand your concerns about production costs and expenses. I can offer $115 which is below your requested price of $120. It's a fair price considering the item's quality and brand.
	Seller: Eh, fine. $112.5.
","[5.0, 120.0, 120.0, 105.0, -1.0, 105.0, 115.0, 112.5]","['insist', 'offer', 'insist', 'counter-price', '', 'offer', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Sol Republic Wireless Bluetooth Headphones>
      =================================================================================================
      	Buyer: Still, can I buy it for $5? I'm
	Seller: I can see you're a tough negotiator, but I've already priced this item at $120, and I think $120 is a fair price considering its quality and brand.
	Buyer: I understand there's a lot of quality and brand behind this, but I'm on a tight budget and I really need this for my project. Can't we discuss a price lower than $120?
	Seller: I can see you're really keen on it, but I have to consider the cost of production and other expenses. I can go down to $105, but that's as low as I can go without compromising my profit.
	Buyer: 
	Seller: I can see you're really keen on it, but I have to consider the cost of production and other expenses. How about I meet you halfway between $105 and $120?
	Buyer: I understand your concerns about production costs and expenses. I can offer $115 which is below your requested price of $120. It's a fair price considering the item's quality and brand.
	Seller: Eh, fine. $112.5.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 112.5
      =================================================================================================
      ",0.37096774193548376,0.27419354838709675,0.6290322580645161,8,0.04637096774193547
13,004ae449-2c9c-4c29-b133-035ba955ff36,2010 camaro ss   on zl1 rims runs good 2018 tags clean title,selling my 2010 camaro ss  6.2L  auto and  maunal  runs good  120miles,car,14800.0,11248.0,14800.0,Accepted,7.0,"	Buyer: Eh, fine. $7.
",[7.0],['agree'],"
      =================================================================================================
      Negotiation for: <2010 camaro ss   on zl1 rims runs good 2018 tags clean title>
      =================================================================================================
      	Buyer: Eh, fine. $7.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 7.0
      =================================================================================================
      ",7.329391891891891,0.999527027027027,-6.329391891891892,1,7.329391891891891
14,a0506792-e0c2-49e0-a0a3-600a1d46e42b,2016 Raleigh Kodiak II 27.5 Upgraded Size L 2x10 spd.,"Got for sale a sweet 2016 Raleigh Kodiak II Full suspension w/120mm of travel front and back by Rock Shox with lockout on the front and 3 positions on the rear from Fox Factory w/Boost and Kashima Coating (pictured is the RT3 but that's not longer available) full SRAM's components i.e. SRAM XX rear der. (long cage) XO front der. XO grip shift, 175mm Race Face Turbine with CINCH technology 38/26, Praxis Works 11/40 cassette, KS Lev eTen remote (100mm travel) dropper post, and a sweet ass Roval Traverse Alloy boost+ wheelset w/DT's internals, SRAM Guide Hydro RS brakes (4 piston caliper) frame and fork is 15mm/12mm t/a and a nice Fizïk Tundra 2 kium rails. if you like to see the bike Monday's or Thursday's are the best as those are my day off, let me know if you have any questions and hit me up @",bike,2000.0,1520.0,2000.0,Accepted,8.0,"	Buyer: Can you tell me more about the charger and how it works?
",[8.0],['agree'],"
      =================================================================================================
      Negotiation for: <2016 Raleigh Kodiak II 27.5 Upgraded Size L 2x10 spd.>
      =================================================================================================
      	Buyer: Can you tell me more about the charger and how it works?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",7.300000000000001,0.996,-6.3,1,7.300000000000001
15,a3350e93-cd7e-40ce-97e3-a88b04e8bb60,~~~STUDIO CHARM~~~,"*Private bath,*Fresh new look,* very near to Emeryville Bay Street,* West MAcArthur Bart 8 - 10 blocks away",housing,1400.0,1288.0,1400.0,Accepted,1310.0,"	Buyer: I think the lowest I would want to
	Seller: I see, but considering the amenities and location, I was thinking around $1,400.
	Buyer: I think the lowest I would want to go is $1,300.
	Seller: I can meet you at $1,320, considering the value it brings to the buyer.
	Buyer: I understand where you're coming from, but I was hoping we could meet at $1,310.
	Seller: I can do $1,315, but that's as low as I can go.
	Buyer: Alright, I'll meet you at $1,310.
","[5.0, 1400.0, 1300.0, 1320.0, 1310.0, 1315.0, 1310.0]","['counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <~~~STUDIO CHARM~~~>
      =================================================================================================
      	Buyer: I think the lowest I would want to
	Seller: I see, but considering the amenities and location, I was thinking around $1,400.
	Buyer: I think the lowest I would want to go is $1,300.
	Seller: I can meet you at $1,320, considering the value it brings to the buyer.
	Buyer: I understand where you're coming from, but I was hoping we could meet at $1,310.
	Seller: I can do $1,315, but that's as low as I can go.
	Buyer: Alright, I'll meet you at $1,310.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 1310.0
      =================================================================================================
      ",0.6071428571428572,0.06428571428571428,0.3928571428571429,7,0.08673469387755103
16,ae688733-1034-4c21-876d-33fd30897cff,KONA woman's bicycle with panniers,"Includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, mirror. Great for city shopping and short trips.",bike,200.0,120.0,200.0,Rejected,N/A,"	Buyer: Hi, I'm interested in the KONA woman's bicycle with panniers, but I
	Seller: That's a great bike, it's a well-maintained KONA woman's bicycle with panniers, includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, mirror. I've had it for a while and it's perfect for city shopping and short trips.
	Buyer: 
	Seller: It's been well cared for and has a good condition. The mileage is only 3000 miles.
	Buyer: 
	Seller: That sounds like a great deal. How does the price compare to what you're thinking of selling it for?
	Buyer: The listing price of the bike is $200.
	Seller: I think $200 is a fair price, but I can do $190 for it.
	Buyer: I think the bike is worth more than $200, I'd like to see $220.
	Seller: I can meet you at $210 and consider it a fair deal.
	Buyer: I appreciate your offer, but I was thinking more along the lines of $210 for it.
	Seller: I can do $200.
	Buyer: I was thinking more along the lines of $220.
	Seller: I can do $205, and that's as low as I'm willing to go.
	Buyer: I think the bike is worth more than $200, I'd like to see $230.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 200.0, 200.0, 210.0, 210.0, 200.0, 220.0, 205.0, 200.0]","['inform', 'inform', 'inspect', 'inform', '', 'inquire', 'inform', 'init-price', 'offer', 'offer', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <KONA woman's bicycle with panniers>
      =================================================================================================
      	Buyer: Hi, I'm interested in the KONA woman's bicycle with panniers, but I
	Seller: That's a great bike, it's a well-maintained KONA woman's bicycle with panniers, includes two Jandd panniers, Kryptonite lock, Shimano Deore gear shifts with 9 settings, bell, mirror. I've had it for a while and it's perfect for city shopping and short trips.
	Buyer: 
	Seller: It's been well cared for and has a good condition. The mileage is only 3000 miles.
	Buyer: 
	Seller: That sounds like a great deal. How does the price compare to what you're thinking of selling it for?
	Buyer: The listing price of the bike is $200.
	Seller: I think $200 is a fair price, but I can do $190 for it.
	Buyer: I think the bike is worth more than $200, I'd like to see $220.
	Seller: I can meet you at $210 and consider it a fair deal.
	Buyer: I appreciate your offer, but I was thinking more along the lines of $210 for it.
	Seller: I can do $200.
	Buyer: I was thinking more along the lines of $220.
	Seller: I can do $205, and that's as low as I'm willing to go.
	Buyer: I think the bike is worth more than $200, I'd like to see $230.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,
17,8f89250b-64a7-4153-855d-baea499922fc,SMARTPHONE LEATHER BELT HOLSTER,"or email me at: rocksmith281@gmail for further information. I ONLY DO IN PERSON TRANSACTIONS, NO TRADES, CASH ONLY.,This stylish textured leather belt holster is big enough to accommodate the iPhone, Samsung, HTC, and many more. Features a felt lined interior for maximum protection, a solid metal clip and magnetic latch.,Specifications",phone,30.0,22.0,30.0,Accepted,28.0,"	Buyer: This is the listing price for the smartphone leather belt holster.
	Seller: Considering it's already listed at the price, I think a reasonable offer would be $27.
	Buyer: That's a bit higher than I was expecting, $27 is still a bit pricey for me
	Seller: I can do $28 for you.
	Buyer: That sounds good to me, I'd be willing to pay $28 for the item.
","[-1.0, 27.0, 27.0, 28.0, 28.0]","['inform', 'init-price', 'counter-price', 'offer', 'agree']","
      =================================================================================================
      Negotiation for: <SMARTPHONE LEATHER BELT HOLSTER>
      =================================================================================================
      	Buyer: This is the listing price for the smartphone leather belt holster.
	Seller: Considering it's already listed at the price, I think a reasonable offer would be $27.
	Buyer: That's a bit higher than I was expecting, $27 is still a bit pricey for me
	Seller: I can do $28 for you.
	Buyer: That sounds good to me, I'd be willing to pay $28 for the item.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 28.0
      =================================================================================================
      ",-0.5,0.06666666666666667,0.5,5,-0.1
18,6aee3e1a-dadd-46fb-a701-b63fdaa4cdd4,"2013 mercedes c250 *navigation* clean - $12,000","Up for sale is a 2013 c250 with only  45k. Interior is loaded with technology and in new condition, the paint is immaculate on the exterior. The tires are new. Additional options include:,Navigation,Attention Assist (warns you if your drowsy),Automatic Windsheild Wipers,Bluetooth Audio Connectivity (for audio),Bluetooth Phone Connectivity (for phone calls),USB Connectivity",car,12000.0,9120.0,12000.0,Accepted,9.0,"	Buyer: No, can I get $9?
",[9.0],['agree'],"
      =================================================================================================
      Negotiation for: <2013 mercedes c250 *navigation* clean - $12,000>
      =================================================================================================
      	Buyer: No, can I get $9?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 9.0
      =================================================================================================
      ",7.3270833333333325,0.99925,-6.327083333333333,1,7.3270833333333325
19,e049bc9d-177f-4f9d-9cb2-d1f8c2562052,Unlocked Brand New Apple iphone 7 Plus 128GB Jet Black,"We have rose gold, matte black and gold color too.,This phone is unlocked. You can use the phones in all GSM SIM CARD carriers such as AT&T/T-Mobile or international",phone,780.0,717.0,780.0,Accepted,8.0,"	Buyer: Alright, I'll accept $8.
",[8.0],['agree'],"
      =================================================================================================
      Negotiation for: <Unlocked Brand New Apple iphone 7 Plus 128GB Jet Black>
      =================================================================================================
      	Buyer: Alright, I'll accept $8.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",23.50793650793651,0.9897435897435898,-22.50793650793651,1,23.50793650793651
20,96dfb572-e670-47c4-93ee-5b933eada529,A 4 bedroom single family house for rent in central Fremont,"This is a single family house in an excellent condition. It will be available for move-in on July 2017. It's in a very nice and quiet community with great school district. Email me for viewing or further information. Thanks.,Huge living room and family room, plus 4 spacious bedrooms,2 generous bathrooms with bathtubs,Great school district (Oliveira elementary, Thornton junior high, American high),Few mins drive to Bart and Lucky and 99 Supermarkets",housing,3200.0,2432.0,3200.0,Accepted,11.0,"	Buyer: Sure, it's a 2-year-old charger, and it came with the laptop it was sold with.
",[11.0],['agree'],"
      =================================================================================================
      Negotiation for: <A 4 bedroom single family house for rent in central Fremont>
      =================================================================================================
      	Buyer: Sure, it's a 2-year-old charger, and it came with the laptop it was sold with.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 11.0
      =================================================================================================
      ",7.3046875,0.9965625,-6.3046875,1,7.3046875
21,13b26856-64d4-4f72-8b6d-c975f9246fe5,2 x DJI Mavic Pro Original Battery / Batteries,- Selling 2 x Gently Used DJI Mavic Pro Batteries.,electronics,150.0,114.0,150.0,Accepted,8.0,"	Buyer: Yes, I'd like to buy two batteries for $8 each. Can you sell them to me?
",[8.0],['accept'],"
      =================================================================================================
      Negotiation for: <2 x DJI Mavic Pro Original Battery / Batteries>
      =================================================================================================
      	Buyer: Yes, I'd like to buy two batteries for $8 each. Can you sell them to me?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",6.888888888888889,0.9466666666666667,-5.888888888888889,1,6.888888888888889
22,264a9baa-e234-496e-9570-f2f90d63a8c3,2016 Ibis Mojo HD3 for sale - Large,"Get ready for summer riding!,Immaculate condition, less than 100 miles.,Frame:  Carbon fiber,Color:  Matte Black,Fork: Fox Factory series Float 36,Shock: Fox Factory series Float EVOL,Shifter: Shimano XT Deore",bike,4200.0,3864.0,4200.0,Accepted,4225.0,"	Buyer: I think the lowest I would want to go is $8.
	Seller: I can see why you'd think that, but I was thinking more along the lines of $4,200.
	Buyer: I understand that you're trying to get rid of it quick, but I really believe the right price is $8. I'm not interested in making any concessions on the price.
	Seller: I appreciate your willingness to meet me halfway, but I can do $4,100 for you.
	Buyer: I appreciate your willingness to meet me halfway, but I can do $9,000 for you.
	Seller: I can see you're a serious buyer, but I'm not comfortable going that high – I can do $4,150.
	Buyer: Done!
","[8.0, 4200.0, 8.0, 4100.0, 9000.0, 4150.0, 4225.0]","['counter-price', 'counter-price', 'insist', 'offer', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <2016 Ibis Mojo HD3 for sale - Large>
      =================================================================================================
      	Buyer: I think the lowest I would want to go is $8.
	Seller: I can see why you'd think that, but I was thinking more along the lines of $4,200.
	Buyer: I understand that you're trying to get rid of it quick, but I really believe the right price is $8. I'm not interested in making any concessions on the price.
	Seller: I appreciate your willingness to meet me halfway, but I can do $4,100 for you.
	Buyer: I appreciate your willingness to meet me halfway, but I can do $9,000 for you.
	Seller: I can see you're a serious buyer, but I'm not comfortable going that high – I can do $4,150.
	Buyer: Done!
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 4225.0
      =================================================================================================
      ",-1.1488095238095237,0.005952380952380952,-0.14880952380952372,7,-0.1641156462585034
23,7f0e8e5a-e65e-4efd-bc00-fa638bd62e57,FASHION OPTICAL KIDS' FRAME DISPLAY,"This Fashion Optical Kids' Frame Display is in excellent condition,  It measures 75""H x 23.5""W x 9""D.  It has 3 fixed vertical bars each 36"", plus two wall-mountable bars each 20.5"".  Comes with 20 frame clips that can be moved from bar to bar and spaced in any configuration.  Additional frame clips available at Fashion Optical.  LED lighting is available for an additional fee.",furniture,49.0,45.0,49.0,Accepted,39.0,"	Buyer: I think the lowest I would want to go is $10.
	Seller: I can do $45, but I'll need to throw in the extra frame clips I purchased last week to sweeten the deal.
	Buyer: I can meet you in the middle at $40.
	Seller: That's a bit above my budget, but I like the extra frame clips, so I can do $42 and throw them in for free.
	Buyer: 
	Seller: I can do $40, but only if you include the LED lighting with the display.
	Buyer: I think $38 would be reasonable considering the display and frame clips, but I'd like to throw in an extra clip for free.
	Seller: I can do $40, but only if you include the LED lighting with the display.
	Buyer: How about $38?
	Seller: I think we're getting close, so let's meet in the middle at $39.
	Buyer: 
	Seller: Eh, that sounds fair. I'll take it for $39.
","[10.0, 45.0, 40.0, 42.0, -1.0, 40.0, 38.0, 40.0, 38.0, 39.0, -1.0, 39.0]","['counter-price', 'offer', 'counter-price', 'counter-price', '', 'offer', 'counter-price', 'counter-price', 'offer', 'offer', '', 'accept']","
      =================================================================================================
      Negotiation for: <FASHION OPTICAL KIDS' FRAME DISPLAY>
      =================================================================================================
      	Buyer: I think the lowest I would want to go is $10.
	Seller: I can do $45, but I'll need to throw in the extra frame clips I purchased last week to sweeten the deal.
	Buyer: I can meet you in the middle at $40.
	Seller: That's a bit above my budget, but I like the extra frame clips, so I can do $42 and throw them in for free.
	Buyer: 
	Seller: I can do $40, but only if you include the LED lighting with the display.
	Buyer: I think $38 would be reasonable considering the display and frame clips, but I'd like to throw in an extra clip for free.
	Seller: I can do $40, but only if you include the LED lighting with the display.
	Buyer: How about $38?
	Seller: I think we're getting close, so let's meet in the middle at $39.
	Buyer: 
	Seller: Eh, that sounds fair. I'll take it for $39.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 39.0
      =================================================================================================
      ",4.0,0.20408163265306123,-3.0,12,0.3333333333333333
24,95889926-0c1a-471c-861f-aa61dc965d55,2003 350z,2003 350z has 120k miles. JWT Clutch and flywheel installed 2 months ago. K&N long tube cold air intake with 5/16 motordyne spacer kit. Lowered on tein springs. New Michelin A/S sport plus tires installed at 109k. Maintenced every 3500 miles. Just selling because I'm looking for a work truck. 8900 OBO,car,8900.0,8188.0,8900.0,Accepted,7.0,"	Buyer: That's good to know. I'm still looking for a price around $7.
",[7.0],['agree'],"
      =================================================================================================
      Negotiation for: <2003 350z>
      =================================================================================================
      	Buyer: That's good to know. I'm still looking for a price around $7.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 7.0
      =================================================================================================
      ",23.980337078651687,0.9992134831460674,-22.980337078651687,1,23.980337078651687
25,96e91a61-963a-4d0f-bd41-3f9c43aa8744,4 Cubicles for Sale,"Cubes for sale, 4 pack (2 deep, 2 wide). H:47, W:72, D:72.",furniture,400.0,240.0,400.0,Accepted,6.0,"	Buyer: Agreed, I'll take it for $6.
",[6.0],['agree'],"
      =================================================================================================
      Negotiation for: <4 Cubicles for Sale>
      =================================================================================================
      	Buyer: Agreed, I'll take it for $6.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 6.0
      =================================================================================================
      ",3.925,0.985,-2.925,1,3.925
26,c88f8812-523c-404c-b12b-ea6507495419,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,184.0,200.0,Accepted,155.0,"	Buyer: How about $10?
	Seller: That's $30 less than I was hoping for, but I'll meet you halfway at $150.
	Buyer: Unacceptable, I was hoping for $120.
	Seller: I can do $140, and that's the lowest I can go.
	Buyer: I can do $160.
	Seller: I can do $155.
	Buyer: I accept the offer of $155.
","[10.0, 30.0, 120.0, 140.0, 160.0, 155.0, 155.0]","['insist', 'offer', 'counter-price', 'offer', 'counter-price', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: How about $10?
	Seller: That's $30 less than I was hoping for, but I'll meet you halfway at $150.
	Buyer: Unacceptable, I was hoping for $120.
	Seller: I can do $140, and that's the lowest I can go.
	Buyer: I can do $160.
	Seller: I can do $155.
	Buyer: I accept the offer of $155.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 155.0
      =================================================================================================
      ",4.625,0.225,-3.625,7,0.6607142857142857
27,74609904-d277-4a99-91db-848cc47b5000,MASI 3V Volumetrica CCCP 1990 BRAND NEW (NOS),"IRD Blackbird Modified / Thomson X2,Masi CroMoly / Record C,Record (36h) / DT Swiss / Velocity Deep V / Schwalbe Ultremo R,Rear Wheel / Hub / Rim / Tire:,Record (36h) / DT Swiss / Velocity Deep V / Schwalbe Ultremo R,Saddle / Seat Post:",bike,3450.0,2070.0,3450.0,Accepted,8.0,"	Buyer: $8 is fine.
",[8.0],['accept'],"
      =================================================================================================
      Negotiation for: <MASI 3V Volumetrica CCCP 1990 BRAND NEW (NOS)>
      =================================================================================================
      	Buyer: $8 is fine.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",3.988405797101449,0.9976811594202899,-2.9884057971014495,1,3.988405797101449
28,88b0b813-3328-4d84-a6b9-fe3dbc639050,TREK JET 20 S for 5-10 Year Old Kid,"Fits 5-10 year old child depening on height,Single Speed",bike,100.0,76.0,100.0,Accepted,4.75,"	Buyer: Still, can I buy it for $6? I really want it.
	Seller: I can do $4, but that's as low as I can go.
	Buyer: Can I get it for $5.5? I really need the charger for my car.
	Seller: That's a bit lower than I was thinking, but I can do $4.75.
	Buyer: Still, I really need it. Can I get it for $4.75?
	Seller: Eh, fine. $4.75.
","[6.0, 4.0, 5.5, 4.75, 4.75, 4.75]","['insist', 'counter-price', 'counter-price', 'counter-price', 'insist', 'accept']","
      =================================================================================================
      Negotiation for: <TREK JET 20 S for 5-10 Year Old Kid>
      =================================================================================================
      	Buyer: Still, can I buy it for $6? I really want it.
	Seller: I can do $4, but that's as low as I can go.
	Buyer: Can I get it for $5.5? I really need the charger for my car.
	Seller: That's a bit lower than I was thinking, but I can do $4.75.
	Buyer: Still, I really need it. Can I get it for $4.75?
	Seller: Eh, fine. $4.75.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 4.75
      =================================================================================================
      ",6.9375,0.9525,-5.9375,6,1.15625
